Customer_ID,Transaction_ID,Product_Category,Product_Name,Quantity_Purchased,Purchase_Amount,Discount_Percentage,Final_Price,Purchase_Date,Payment_Method,Customer_Age,Customer_Gender,Region
492,T00492,Laptop,HP Spectre x360,5,1219.36,23.44,933.54,8/15/2024,Credit Card,38,Male,North America
493,T00493,TV,LG OLED,2,1692.1,1.39,1668.58,6/4/2023,Debit Card,52,Female,Africa
494,T00494,Laptop,HP Spectre x360,10,2530.25,25.34,1889.08,10/22/2024,Debit Card,22,Male,Europe
495,T00495,Laptop,MacBook Pro,3,2683.09,2.66,2611.72,7/16/2024,PayPal,48,Female,South America
496,T00496,Smartwatch,Apple Watch Series 7,7,2143.31,4.73,2041.93,6/10/2024,PayPal,58,Male,North America
497,T00497,TV,Sony Bravia,5,2950.39,12.26,2588.67,2/18/2024,Credit Card,24,Female,North America
498,T00498,Laptop,MacBook Pro,5,1953.92,17.07,1620.39,12/27/2024,Cash,31,Female,South America
499,T00499,TV,LG OLED,9,161.98,15.48,136.91,6/5/2024,Debit Card,33,Male,Asia
500,T00500,TV,LG OLED,2,413.36,12.38,362.19,10/31/2023,Credit Card,61,Female,Asia
501,T00501,Laptop,HP Spectre x360,4,110.57,26.11,81.7,1/16/2024,PayPal,19,Male,Asia
502,T00502,Laptop,MacBook Pro,8,2716.9,16.69,2263.45,2/26/2024,Debit Card,43,Female,South America
503,T00503,Laptop,HP Spectre x360,4,2534.29,19.72,2034.53,11/21/2023,PayPal,30,Female,Africa
504,T00504,Mobile,iPhone 13,8,827.88,9.62,748.24,4/2/2023,Debit Card,32,Male,Asia
505,T00505,Smartwatch,Garmin Forerunner,4,2539.61,17.68,2090.61,4/1/2023,Debit Card,51,Male,Europe
506,T00506,Headphones,AirPods Pro,6,1268.47,8.39,1162.05,11/23/2024,Cash,42,Female,Africa
507,T00507,Headphones,Bose 700,5,1385.03,9.93,1247.5,9/6/2024,Debit Card,70,Female,Asia
508,T00508,Smartwatch,Apple Watch Series 7,4,1534.25,2.73,1492.36,9/14/2023,Debit Card,35,Female,South America
509,T00509,TV,Samsung QLED,8,2666.66,17.67,2195.46,1/27/2025,Debit Card,18,Male,North America
510,T00510,Smartwatch,Samsung Galaxy Watch 4,8,2835.71,12.47,2482.1,11/14/2023,PayPal,26,Male,North America
511,T00511,Headphones,AirPods Pro,2,1949.5,25.5,1452.38,4/6/2024,Debit Card,19,Female,North America
512,T00512,Mobile,Google Pixel 6,7,1414.81,16.9,1175.71,2/18/2025,Debit Card,57,Male,Europe
513,T00513,Mobile,Google Pixel 6,3,1437.2,28.06,1033.92,12/28/2023,Debit Card,27,Male,Asia
514,T00514,Headphones,Bose 700,8,1218.54,8.99,1108.99,11/12/2023,Credit Card,31,Male,Africa
515,T00515,Mobile,Google Pixel 6,1,2857.54,28.46,2044.28,6/25/2023,Cash,22,Male,Africa
516,T00516,TV,Samsung QLED,4,2116.93,17.86,1738.85,12/21/2024,Cash,66,Female,Europe
517,T00517,Laptop,MacBook Pro,1,2239.91,25.14,1676.8,9/18/2024,PayPal,51,Female,Africa
518,T00518,Mobile,Samsung Galaxy S22,8,2305.39,3.56,2223.32,12/2/2024,Credit Card,24,Female,Europe
519,T00519,Mobile,Samsung Galaxy S22,10,1743.34,6.71,1626.36,10/22/2023,Debit Card,61,Male,Africa
520,T00520,Smartwatch,Garmin Forerunner,10,2515.63,6.02,2364.19,4/7/2023,PayPal,68,Male,Europe
521,T00521,Mobile,Google Pixel 6,9,378,16.62,315.18,11/3/2024,PayPal,29,Male,North America
522,T00522,Mobile,iPhone 13,10,798.65,5.67,753.37,6/22/2024,PayPal,44,Male,North America
523,T00523,Smartwatch,Garmin Forerunner,9,877.29,10.65,783.86,2/2/2024,PayPal,37,Male,North America
524,T00524,TV,Samsung QLED,4,2196.31,2.91,2132.4,11/11/2023,Cash,42,Female,South America
525,T00525,Laptop,MacBook Pro,5,2261,19.63,1817.17,1/10/2025,Debit Card,21,Male,Europe
526,T00526,Headphones,Bose 700,2,2135.1,0.29,2128.91,5/27/2023,Credit Card,60,Female,Asia
527,T00527,Smartwatch,Samsung Galaxy Watch 4,5,1236.74,14.54,1056.92,6/9/2024,Cash,58,Male,Africa
528,T00528,Laptop,HP Spectre x360,5,2644.75,2.2,2586.57,2/24/2024,Cash,35,Male,Europe
529,T00529,Headphones,AirPods Pro,10,1415.21,2.26,1383.23,4/14/2023,Debit Card,52,Female,Africa
530,T00530,TV,LG OLED,6,1803.84,23.41,1381.56,6/13/2023,Debit Card,42,Male,Africa
531,T00531,Mobile,Samsung Galaxy S22,7,2667.98,8.36,2444.94,11/20/2023,Debit Card,63,Male,North America
532,T00532,Headphones,Bose 700,6,1513.17,21.56,1186.93,10/30/2023,Debit Card,52,Female,Africa
533,T00533,Smartwatch,Garmin Forerunner,2,1995.89,24.54,1506.1,11/24/2024,Cash,31,Male,Africa
534,T00534,Smartwatch,Garmin Forerunner,6,435.18,7.11,404.24,9/1/2024,Credit Card,30,Male,Africa
535,T00535,Headphones,Sony WH-1000XM4,2,1146.76,22.37,890.23,4/13/2023,Debit Card,53,Male,South America
536,T00536,Laptop,Dell XPS 15,3,327.14,4.04,313.92,6/18/2023,Cash,29,Male,North America
537,T00537,TV,LG OLED,3,1663.34,12.53,1454.92,1/13/2024,Credit Card,35,Male,South America
538,T00538,Mobile,iPhone 13,2,2991.43,18.31,2443.7,2/13/2024,PayPal,31,Female,South America
539,T00539,Mobile,Samsung Galaxy S22,3,2393.6,26.32,1763.6,11/8/2024,PayPal,70,Female,Asia
540,T00540,Mobile,iPhone 13,4,2999.57,14.74,2557.43,1/15/2024,Debit Card,34,Female,Africa
541,T00541,Headphones,Sony WH-1000XM4,5,1288.74,11.42,1141.57,9/9/2024,Cash,41,Male,North America
542,T00542,Smartwatch,Garmin Forerunner,3,935.34,29.38,660.54,6/5/2023,Debit Card,39,Female,Asia
543,T00543,TV,Sony Bravia,2,121.83,27.85,87.9,4/15/2024,Debit Card,42,Female,Asia
544,T00544,Mobile,iPhone 13,3,1344.97,3.81,1293.73,7/10/2024,PayPal,39,Male,Africa
545,T00545,Smartwatch,Samsung Galaxy Watch 4,7,1183.56,9.03,1076.68,8/21/2023,Debit Card,55,Female,Africa
546,T00546,Laptop,Dell XPS 15,9,1602.26,26.14,1183.43,1/19/2024,Debit Card,47,Female,South America
547,T00547,Mobile,iPhone 13,3,2425.61,8.41,2221.62,10/12/2023,Debit Card,52,Male,Asia
548,T00548,Smartwatch,Apple Watch Series 7,1,724.55,29.46,511.1,7/22/2024,Credit Card,47,Male,Asia
549,T00549,TV,Sony Bravia,8,1455.87,25.98,1077.63,10/10/2023,Credit Card,23,Male,Asia
550,T00550,TV,Samsung QLED,10,592.64,6.39,554.77,1/22/2025,Debit Card,20,Female,North America
551,T00551,Laptop,HP Spectre x360,10,1302.99,17.14,1079.66,4/17/2023,PayPal,52,Male,North America
552,T00552,Smartwatch,Garmin Forerunner,6,2511.07,29.86,1761.26,7/15/2023,PayPal,43,Female,South America
553,T00553,Headphones,AirPods Pro,8,373.52,15.46,315.77,3/28/2024,Credit Card,47,Male,North America
554,T00554,Headphones,Sony WH-1000XM4,9,1883.85,3.1,1825.45,7/6/2024,Cash,61,Female,South America
555,T00555,Smartwatch,Samsung Galaxy Watch 4,7,413.34,14.05,355.27,9/28/2023,PayPal,29,Female,Europe
556,T00556,Laptop,HP Spectre x360,6,1844.86,23.22,1416.48,9/11/2024,PayPal,45,Female,North America
557,T00557,Smartwatch,Garmin Forerunner,10,897.07,18.47,731.38,6/13/2024,Credit Card,37,Male,Asia
558,T00558,Smartwatch,Garmin Forerunner,9,2597.89,8.6,2374.47,10/30/2023,Cash,46,Male,South America
559,T00559,Laptop,Dell XPS 15,7,2383.56,18.66,1938.79,3/16/2023,Cash,53,Female,South America
560,T00560,Laptop,Dell XPS 15,10,2657.41,3.15,2573.7,10/18/2024,Cash,58,Female,North America
561,T00561,TV,Samsung QLED,2,74.04,17.73,60.91,11/2/2023,Cash,62,Female,South America
562,T00562,Mobile,iPhone 13,7,2243.08,14.45,1918.95,9/17/2024,PayPal,51,Male,North America
563,T00563,Headphones,Sony WH-1000XM4,6,1766,8.42,1617.3,2/3/2025,Cash,63,Female,South America
564,T00564,Smartwatch,Samsung Galaxy Watch 4,8,1699.87,3.65,1637.82,4/29/2023,Cash,48,Female,North America
565,T00565,Headphones,Sony WH-1000XM4,8,2328.9,19.64,1871.5,4/16/2024,Cash,66,Male,Europe
566,T00566,Headphones,Sony WH-1000XM4,8,2411.61,19.46,1942.31,2/4/2024,PayPal,49,Male,Africa
567,T00567,Mobile,Google Pixel 6,7,1884.36,29.87,1321.5,1/23/2024,PayPal,51,Female,South America
568,T00568,Mobile,iPhone 13,2,437.89,9.6,395.85,7/30/2024,Cash,30,Male,South America
569,T00569,TV,Sony Bravia,10,1957.12,25.37,1460.6,3/18/2023,PayPal,33,Male,Africa
570,T00570,Mobile,iPhone 13,9,2947.06,24.68,2219.73,4/8/2024,PayPal,24,Male,Asia
571,T00571,Headphones,AirPods Pro,8,236.38,18.38,192.93,6/20/2023,Debit Card,65,Female,North America
572,T00572,Laptop,MacBook Pro,7,1719.37,15.46,1453.56,5/9/2023,Cash,55,Female,Africa
573,T00573,Mobile,iPhone 13,5,2008.44,1.55,1977.31,8/8/2024,PayPal,34,Female,Asia
574,T00574,Laptop,Dell XPS 15,9,2327.86,18.41,1899.3,2/19/2024,PayPal,26,Male,Africa
575,T00575,Laptop,MacBook Pro,7,2161.42,8.16,1985.05,5/3/2023,PayPal,52,Male,North America
576,T00576,Mobile,Google Pixel 6,1,1888.86,27.15,1376.03,5/1/2024,Debit Card,24,Female,Asia
577,T00577,Mobile,Google Pixel 6,2,760.54,28.99,540.06,7/23/2023,PayPal,45,Female,North America
578,T00578,Mobile,Google Pixel 6,5,258.3,3.78,248.54,2/16/2024,Debit Card,48,Male,Africa
579,T00579,Headphones,Sony WH-1000XM4,6,2725.16,27.76,1968.66,12/27/2023,Credit Card,64,Male,North America
580,T00580,Mobile,Samsung Galaxy S22,10,2367.06,28.12,1701.44,5/3/2023,Debit Card,41,Female,South America
581,T00581,Headphones,AirPods Pro,2,2604.36,4.68,2482.48,12/17/2023,Credit Card,45,Male,Asia
582,T00582,Laptop,MacBook Pro,3,1536.36,22.06,1197.44,7/14/2023,Cash,35,Female,Europe
583,T00583,Mobile,Samsung Galaxy S22,8,904.56,21.75,707.82,3/8/2023,PayPal,51,Female,Africa
584,T00584,Smartwatch,Garmin Forerunner,7,433.88,17.29,358.86,10/13/2024,Cash,61,Female,Europe
585,T00585,Headphones,AirPods Pro,5,2063.43,12.67,1801.99,4/18/2024,Cash,41,Female,North America
586,T00586,Laptop,HP Spectre x360,2,280.99,21.37,220.94,10/16/2024,Cash,39,Male,Europe
587,T00587,Smartwatch,Samsung Galaxy Watch 4,9,1329.38,21.89,1038.38,5/25/2023,Credit Card,33,Male,North America
588,T00588,Headphones,AirPods Pro,9,1930.83,21.93,1507.4,8/30/2023,Debit Card,35,Female,Africa
589,T00589,Mobile,iPhone 13,6,567.49,25.64,421.99,7/19/2023,Credit Card,26,Male,Asia
590,T00590,Smartwatch,Garmin Forerunner,1,1697.38,25.92,1257.42,12/29/2024,Credit Card,57,Male,South America
591,T00591,Smartwatch,Garmin Forerunner,6,1956.55,16.49,1633.91,11/17/2024,Cash,52,Female,Asia
592,T00592,Mobile,Google Pixel 6,9,2094.25,17.93,1718.75,1/10/2025,Credit Card,60,Female,North America
593,T00593,Smartwatch,Apple Watch Series 7,10,588.34,28.56,420.31,7/6/2023,Debit Card,35,Male,North America
594,T00594,Headphones,Bose 700,1,2592.37,11.21,2301.77,12/25/2024,Debit Card,52,Male,Asia
595,T00595,TV,Samsung QLED,7,2459.87,12.48,2152.88,11/28/2023,Credit Card,29,Male,South America
596,T00596,TV,Samsung QLED,2,51.17,11.59,45.24,10/18/2024,PayPal,63,Male,Asia
597,T00597,TV,LG OLED,4,1424.86,28.02,1025.61,4/7/2024,Credit Card,59,Male,North America
598,T00598,TV,Sony Bravia,6,2792.13,14.62,2383.92,10/30/2023,PayPal,69,Female,North America
599,T00599,Headphones,AirPods Pro,7,1501.42,25.14,1123.96,11/23/2023,PayPal,39,Male,South America
600,T00600,Mobile,iPhone 13,10,1348.03,13.91,1160.52,10/9/2024,Credit Card,39,Male,South America
601,T00601,TV,Sony Bravia,5,1357.77,23.28,1041.68,9/19/2024,Debit Card,34,Male,North America
602,T00602,Mobile,iPhone 13,9,282.54,19.15,228.43,12/7/2024,Credit Card,53,Female,Africa
603,T00603,Smartwatch,Samsung Galaxy Watch 4,2,2266.39,23.42,1735.6,9/25/2024,PayPal,38,Male,Asia
604,T00604,TV,Sony Bravia,2,2122.18,25.54,1580.18,9/29/2023,Credit Card,23,Female,Asia
605,T00605,Headphones,AirPods Pro,6,1684.17,6.43,1575.88,12/24/2024,Cash,36,Male,North America
606,T00606,Smartwatch,Garmin Forerunner,4,2256.02,27.39,1638.1,6/29/2024,Credit Card,53,Female,South America
607,T00607,TV,Samsung QLED,9,2386.22,29.1,1691.83,10/2/2024,Credit Card,52,Female,Asia
608,T00608,Headphones,Bose 700,5,1561.34,26.5,1147.58,3/12/2024,Debit Card,20,Male,Europe
609,T00609,Smartwatch,Samsung Galaxy Watch 4,1,129.22,13.84,111.34,6/18/2023,Credit Card,70,Female,Europe
610,T00610,Mobile,Samsung Galaxy S22,5,2473.77,7,2300.61,8/13/2024,Debit Card,60,Male,Africa
611,T00611,Headphones,Sony WH-1000XM4,7,590.38,6.41,552.54,6/4/2023,Cash,43,Male,Africa
612,T00612,Smartwatch,Samsung Galaxy Watch 4,5,378.85,24.63,285.54,8/15/2024,PayPal,53,Male,South America
613,T00613,Headphones,Bose 700,4,2319.94,5.11,2201.39,8/23/2024,Debit Card,57,Female,Asia
614,T00614,Mobile,Google Pixel 6,5,2471.69,7.81,2278.65,7/1/2024,Credit Card,26,Female,Europe
615,T00615,Headphones,Sony WH-1000XM4,1,843.14,26.24,621.9,1/29/2025,Cash,20,Male,South America
616,T00616,Laptop,MacBook Pro,10,1906.79,4.69,1817.36,12/23/2023,Debit Card,53,Male,Europe
617,T00617,Smartwatch,Samsung Galaxy Watch 4,1,1066.68,23.59,815.05,2/2/2024,PayPal,28,Female,Europe
618,T00618,Laptop,Dell XPS 15,9,2992.42,8.6,2735.07,11/13/2023,Debit Card,62,Male,Europe
619,T00619,Headphones,Bose 700,1,2197.35,21.16,1732.39,8/5/2023,Debit Card,38,Female,Asia
620,T00620,Smartwatch,Samsung Galaxy Watch 4,9,564.4,9.31,511.85,10/14/2023,PayPal,21,Female,North America
621,T00621,Laptop,Dell XPS 15,8,1041.67,27.28,757.5,10/18/2024,Credit Card,67,Male,North America
622,T00622,Smartwatch,Apple Watch Series 7,3,1711.49,18.34,1397.6,6/15/2024,Credit Card,66,Male,Europe
623,T00623,Laptop,MacBook Pro,3,1216.39,3.75,1170.78,5/15/2023,Debit Card,39,Male,Asia
624,T00624,Laptop,MacBook Pro,6,2804.1,23.87,2134.76,9/20/2024,PayPal,53,Male,Africa
625,T00625,Smartwatch,Samsung Galaxy Watch 4,2,1840.31,12.55,1609.35,6/27/2023,Credit Card,42,Male,Asia
626,T00626,Smartwatch,Samsung Galaxy Watch 4,6,2896.23,29.49,2042.13,6/6/2023,PayPal,26,Male,South America
627,T00627,TV,LG OLED,9,1893.22,5.75,1784.36,6/22/2024,Debit Card,22,Male,Europe
628,T00628,Smartwatch,Samsung Galaxy Watch 4,9,2645.83,4.88,2516.71,10/22/2024,Credit Card,45,Male,North America
629,T00629,Laptop,MacBook Pro,1,331.12,25.41,246.98,9/26/2023,PayPal,59,Male,Europe
630,T00630,Smartwatch,Samsung Galaxy Watch 4,8,672.91,2.7,654.74,1/15/2024,PayPal,53,Female,North America
631,T00631,Headphones,Bose 700,3,1409.43,11.36,1249.32,1/2/2025,PayPal,50,Male,Asia
632,T00632,Headphones,Bose 700,4,527.44,20.83,417.57,3/20/2024,PayPal,23,Male,Africa
633,T00633,Mobile,Samsung Galaxy S22,9,2159.09,16.97,1792.69,4/26/2023,Credit Card,22,Female,Africa
634,T00634,Mobile,Google Pixel 6,2,1449.74,4.36,1386.53,2/15/2025,PayPal,52,Female,Africa
635,T00635,Headphones,AirPods Pro,1,1900.73,25.28,1420.23,8/4/2024,Debit Card,53,Female,South America
636,T00636,Mobile,Google Pixel 6,2,2110.05,10.9,1880.05,3/19/2024,PayPal,31,Female,Europe
637,T00637,Headphones,Bose 700,1,1856.38,5.3,1757.99,7/3/2023,PayPal,34,Female,Europe
638,T00638,Laptop,HP Spectre x360,4,325.25,6.39,304.47,10/3/2023,Debit Card,47,Male,Asia
639,T00639,Mobile,Samsung Galaxy S22,2,2356.05,4.97,2238.95,8/18/2024,Debit Card,62,Male,South America
640,T00640,Laptop,HP Spectre x360,9,1108.72,11.86,977.23,1/15/2024,PayPal,46,Male,Africa
641,T00641,Laptop,Dell XPS 15,8,2219.57,1.45,2187.39,11/13/2023,Credit Card,40,Male,South America
642,T00642,Smartwatch,Apple Watch Series 7,6,632.94,25.81,469.58,8/19/2024,Credit Card,26,Female,Africa
643,T00643,TV,Samsung QLED,3,2829.85,3.94,2718.35,1/26/2024,Cash,66,Male,Africa
644,T00644,Laptop,HP Spectre x360,4,2568.89,29.82,1802.85,1/25/2024,Credit Card,33,Female,Africa
645,T00645,Laptop,HP Spectre x360,1,2769.49,11.28,2457.09,10/22/2023,PayPal,32,Female,Asia
646,T00646,Laptop,HP Spectre x360,6,603,4.08,578.4,3/15/2024,Debit Card,36,Male,Europe
647,T00647,TV,LG OLED,5,425.59,2.7,414.1,5/12/2023,Credit Card,34,Female,North America
648,T00648,Headphones,AirPods Pro,8,145.91,26.29,107.55,2/12/2025,Credit Card,55,Female,South America
649,T00649,Mobile,Samsung Galaxy S22,4,460.44,27.78,332.53,2/17/2025,PayPal,39,Male,Africa
650,T00650,Mobile,iPhone 13,1,2519.9,18.82,2045.65,1/7/2024,Cash,34,Male,South America
651,T00651,Headphones,AirPods Pro,9,747.64,0.13,746.67,3/26/2023,Credit Card,38,Female,South America
652,T00652,Smartwatch,Samsung Galaxy Watch 4,5,2072.83,20.28,1652.46,11/28/2024,Debit Card,22,Male,South America
653,T00653,TV,LG OLED,8,1327.16,17.53,1094.51,11/22/2023,Debit Card,61,Female,South America
654,T00654,Laptop,HP Spectre x360,6,2826.68,7.63,2611,3/2/2024,Credit Card,63,Female,Africa
655,T00655,Laptop,MacBook Pro,3,2782.31,15.46,2352.16,2/18/2024,Cash,60,Female,South America
656,T00656,TV,LG OLED,4,1917.5,9.47,1735.91,1/9/2024,Debit Card,62,Female,North America
657,T00657,Laptop,Dell XPS 15,8,2550.59,0.86,2528.65,6/4/2024,Cash,21,Male,Europe
658,T00658,Mobile,Google Pixel 6,3,1037.74,24.36,784.95,7/6/2024,Debit Card,32,Male,Asia
659,T00659,Smartwatch,Garmin Forerunner,8,1218.15,8.3,1117.04,7/13/2023,PayPal,64,Female,Europe
660,T00660,Smartwatch,Samsung Galaxy Watch 4,6,1173.5,1.65,1154.14,6/18/2023,PayPal,55,Female,South America
661,T00661,Laptop,MacBook Pro,4,1202.47,18.13,984.46,4/11/2023,Cash,67,Female,Asia
662,T00662,TV,Samsung QLED,1,2816.61,14.37,2411.86,12/13/2024,Cash,38,Female,Europe
663,T00663,Headphones,Sony WH-1000XM4,4,2760.16,6.52,2580.2,9/9/2024,Debit Card,31,Male,South America
664,T00664,Smartwatch,Apple Watch Series 7,6,1009.58,28.16,725.28,10/19/2023,PayPal,34,Female,Asia
665,T00665,Smartwatch,Garmin Forerunner,9,499.72,9.72,451.15,10/17/2024,Credit Card,51,Male,Africa
666,T00666,Laptop,HP Spectre x360,6,2366.34,27.23,1721.99,5/31/2023,Credit Card,62,Male,North America
667,T00667,Mobile,Samsung Galaxy S22,7,2485.72,14.06,2136.23,6/8/2024,Cash,33,Female,South America
668,T00668,Laptop,MacBook Pro,8,273.74,23.99,208.07,7/21/2024,Debit Card,34,Female,Europe
669,T00669,TV,Samsung QLED,6,2579.84,13.33,2235.95,3/16/2023,Debit Card,35,Female,North America
670,T00670,TV,Samsung QLED,4,2250.12,26.15,1661.71,6/17/2024,PayPal,31,Male,Asia
671,T00671,Smartwatch,Samsung Galaxy Watch 4,9,1589.48,22.54,1231.21,9/24/2024,Debit Card,61,Male,Asia
672,T00672,Laptop,HP Spectre x360,10,2091.73,2.27,2044.25,7/3/2024,Cash,42,Male,Asia
673,T00673,Headphones,Bose 700,2,178.5,14.17,153.21,5/8/2024,PayPal,31,Female,South America
674,T00674,TV,Samsung QLED,6,398.39,24.92,299.11,8/15/2024,Cash,57,Male,South America
675,T00675,Laptop,Dell XPS 15,6,2769.56,26.8,2027.32,8/14/2024,PayPal,42,Male,Asia
676,T00676,Laptop,MacBook Pro,5,1551.25,3.11,1503.01,1/13/2025,Cash,23,Female,Africa
677,T00677,TV,LG OLED,5,2939.87,28.03,2115.82,1/13/2025,Debit Card,43,Female,South America
678,T00678,Mobile,iPhone 13,5,2265.47,4.91,2154.24,5/30/2023,Debit Card,66,Female,North America
679,T00679,Mobile,Samsung Galaxy S22,4,1362.11,25.79,1010.82,11/5/2023,Credit Card,25,Female,North America
680,T00680,Headphones,AirPods Pro,9,1269.01,1.53,1249.59,8/18/2023,Credit Card,30,Female,North America
681,T00681,Smartwatch,Apple Watch Series 7,6,1091.9,24.85,820.56,3/27/2023,Cash,66,Male,Europe
682,T00682,TV,Samsung QLED,4,2482.41,25.22,1856.35,7/11/2024,Debit Card,70,Female,South America
683,T00683,Smartwatch,Samsung Galaxy Watch 4,5,1639.47,19.9,1313.22,11/16/2023,Cash,48,Female,South America
684,T00684,Smartwatch,Samsung Galaxy Watch 4,9,2679.2,25.95,1983.95,4/19/2023,Cash,33,Female,North America
685,T00685,Laptop,HP Spectre x360,7,2346.17,22.96,1807.49,5/2/2024,Credit Card,62,Female,North America
686,T00686,Mobile,Samsung Galaxy S22,10,453.67,28.15,325.96,3/22/2024,Cash,65,Male,Asia
687,T00687,Smartwatch,Apple Watch Series 7,9,2568.69,6.08,2412.51,11/15/2024,Debit Card,69,Female,Asia
688,T00688,Headphones,Bose 700,6,1430.51,22.67,1106.21,1/10/2025,Credit Card,18,Female,Europe
689,T00689,Mobile,Samsung Galaxy S22,7,790.72,22.92,609.49,4/20/2024,Credit Card,65,Male,Europe
690,T00690,Headphones,Bose 700,3,1186.3,19.33,956.99,6/2/2024,Debit Card,54,Male,North America
691,T00691,Headphones,AirPods Pro,4,2433.17,15.59,2053.84,11/28/2024,Credit Card,47,Female,South America
692,T00692,Laptop,HP Spectre x360,4,804.4,15.62,678.75,11/17/2024,PayPal,60,Female,Asia
693,T00693,Mobile,Google Pixel 6,1,960.66,6.33,899.85,8/5/2023,Credit Card,39,Female,Europe
694,T00694,Headphones,AirPods Pro,4,2258.92,1.5,2225.04,12/27/2024,Cash,18,Male,South America
695,T00695,Headphones,Bose 700,6,1037.03,7.75,956.66,3/11/2023,Cash,59,Male,Europe
696,T00696,Mobile,Google Pixel 6,6,1444.76,8.84,1317.04,6/25/2023,Cash,19,Male,Asia
697,T00697,Smartwatch,Apple Watch Series 7,9,1815.45,13.16,1576.54,3/21/2024,Credit Card,65,Male,Asia
698,T00698,Smartwatch,Garmin Forerunner,2,2964.03,10.81,2643.62,5/11/2024,Cash,29,Female,South America
699,T00699,Smartwatch,Garmin Forerunner,7,1209.08,17.78,994.11,3/10/2024,Cash,49,Male,Asia
700,T00700,Laptop,MacBook Pro,4,116.73,7.1,108.44,6/20/2023,Debit Card,57,Male,South America
701,T00701,TV,Sony Bravia,8,1230.01,8.02,1131.36,7/12/2024,Credit Card,19,Male,Asia
702,T00702,TV,Sony Bravia,10,1248.02,12.39,1093.39,2/6/2025,PayPal,19,Female,Africa
703,T00703,Headphones,AirPods Pro,9,2125.72,8.12,1953.11,7/7/2024,Cash,46,Female,Africa
704,T00704,Mobile,iPhone 13,5,1097.86,15.04,932.74,7/17/2023,Debit Card,53,Female,South America
705,T00705,Smartwatch,Samsung Galaxy Watch 4,9,2791.13,13.84,2404.84,7/25/2023,PayPal,23,Male,Europe
706,T00706,TV,LG OLED,8,626.18,18.06,513.09,11/20/2024,Cash,49,Female,Asia
707,T00707,Smartwatch,Samsung Galaxy Watch 4,5,746.44,18.04,611.78,12/26/2023,PayPal,38,Male,Africa
708,T00708,Headphones,AirPods Pro,4,2037.98,11.9,1795.46,1/15/2025,Credit Card,29,Male,Europe
709,T00709,TV,Sony Bravia,6,1825.2,12.29,1600.88,11/30/2024,Cash,62,Male,Europe
710,T00710,Mobile,iPhone 13,9,1349.54,17.28,1116.34,4/2/2024,PayPal,26,Male,Europe
711,T00711,Smartwatch,Garmin Forerunner,4,2584.25,14.03,2221.68,7/13/2024,PayPal,43,Female,Asia
712,T00712,Smartwatch,Samsung Galaxy Watch 4,7,2573.09,18.5,2097.07,3/11/2023,PayPal,46,Male,Asia
713,T00713,Laptop,MacBook Pro,7,1437.56,24.87,1080.04,3/23/2024,Credit Card,60,Male,Africa
714,T00714,Mobile,iPhone 13,6,735.92,23.3,564.45,9/20/2024,Cash,41,Female,Africa
715,T00715,TV,Sony Bravia,2,1738.21,4.45,1660.86,6/3/2023,Cash,36,Male,Asia
716,T00716,Laptop,Dell XPS 15,6,774.46,5.35,733.03,9/30/2024,Credit Card,59,Female,Europe
717,T00717,Headphones,Bose 700,3,1594.6,7.77,1470.7,6/20/2023,Cash,29,Male,Europe
718,T00718,Laptop,MacBook Pro,7,1270.95,26.67,931.99,5/13/2024,PayPal,66,Female,Europe
719,T00719,TV,Sony Bravia,4,2137.6,12.47,1871.04,6/13/2024,PayPal,62,Female,Africa
720,T00720,Headphones,Sony WH-1000XM4,8,2905.69,8.22,2666.84,5/17/2024,PayPal,66,Female,North America
721,T00721,Smartwatch,Garmin Forerunner,4,2203.8,26.47,1620.45,6/11/2023,Credit Card,59,Male,North America
722,T00722,Headphones,Sony WH-1000XM4,6,975.29,19.55,784.62,8/11/2024,Credit Card,62,Female,Europe
723,T00723,Smartwatch,Apple Watch Series 7,4,1141.98,17.64,940.53,5/25/2023,PayPal,24,Female,Africa
724,T00724,Headphones,Bose 700,9,1131.86,22.17,880.93,1/5/2025,Cash,18,Female,Africa
725,T00725,Smartwatch,Garmin Forerunner,4,824.92,14.67,703.9,9/2/2024,Debit Card,22,Male,North America
726,T00726,Headphones,AirPods Pro,4,2184.08,13.36,1892.29,8/12/2023,Debit Card,64,Female,Asia
727,T00727,Smartwatch,Garmin Forerunner,8,1328.85,24.3,1005.94,4/7/2024,Credit Card,26,Male,North America
728,T00728,Laptop,HP Spectre x360,6,1000.95,8.64,914.47,12/7/2023,Cash,33,Male,North America
729,T00729,Laptop,Dell XPS 15,4,2773.58,26.07,2050.51,1/27/2025,Debit Card,29,Male,Asia
730,T00730,Headphones,Bose 700,2,1273.6,27.03,929.35,6/19/2023,PayPal,30,Female,South America
731,T00731,Mobile,Google Pixel 6,10,2653.29,26.43,1952.03,1/17/2024,Credit Card,56,Male,Africa
732,T00732,Laptop,MacBook Pro,10,1205.89,23.04,928.05,2/19/2025,Cash,32,Male,South America
733,T00733,Headphones,Sony WH-1000XM4,3,1984.46,2.11,1942.59,9/11/2024,Credit Card,44,Male,South America
734,T00734,Headphones,Bose 700,10,2618.18,18.19,2141.93,2/26/2023,Debit Card,47,Female,Europe
735,T00735,Mobile,iPhone 13,7,498.76,17.43,411.83,5/19/2023,Debit Card,38,Male,Asia
736,T00736,Laptop,HP Spectre x360,10,1031.23,27.53,747.33,3/4/2023,Cash,52,Female,South America
